no,ctg_id,ctg_nm_level1,ctg_nm_level2,ctg_nm_level3,ctg_folder_level1,ctg_folder_level2,ctg_folder_level3
790,0790,의류잡화,잡화/가방,베레모,L1_6,L2_44,L3_790
791,0791,의류잡화,잡화/가방,중절모,L1_6,L2_44,L3_791
792,0792,의류잡화,잡화/가방,비니,L1_6,L2_44,L3_792
793,0793,의류잡화,잡화/가방,털모자,L1_6,L2_44,L3_793
794,0794,의류잡화,잡화/가방,귀마개,L1_6,L2_44,L3_794
795,0795,의류잡화,잡화/가방,손가락장갑,L1_6,L2_44,L3_795
796,0796,의류잡화,잡화/가방,벙어리장갑,L1_6,L2_44,L3_796
797,0797,의류잡화,잡화/가방,장지갑,L1_6,L2_44,L3_797
798,0798,의류잡화,잡화/가방,중지갑/반지갑,L1_6,L2_44,L3_798
799,0799,의류잡화,잡화/가방,카드지갑,L1_6,L2_44,L3_799
800,0800,의류잡화,잡화/가방,동전지갑,L1_6,L2_44,L3_800
801,0801,의류잡화,잡화/가방,발목양말,L1_6,L2_44,L3_801
802,0802,의류잡화,잡화/가방,장목양말,L1_6,L2_44,L3_802
803,0803,의류잡화,잡화/가방,덧신,L1_6,L2_44,L3_803
804,0804,의류잡화,잡화/가방,우산,L1_6,L2_44,L3_804
805,0805,의류잡화,잡화/가방,캔버스화,L1_6,L2_44,L3_805
806,0806,의류잡화,잡화/가방,고무신,L1_6,L2_44,L3_806
807,0807,의류잡화,잡화/가방,나비넥타이,L1_6,L2_44,L3_807
808,0808,의류잡화,잡화/가방,모자(캡),L1_6,L2_44,L3_808
809,0809,의류잡화,잡화/가방,카우보이모자,L1_6,L2_44,L3_809
810,0810,의류잡화,잡화/가방,학사모,L1_6,L2_44,L3_810
811,0811,의류잡화,잡화기타,가발,L1_6,L2_45,L3_811
812,0812,의류잡화,잡화기타,옷걸이(삼각형),L1_6,L2_45,L3_812
813,0813,의류잡화,잡화기타,옷핀,L1_6,L2_45,L3_813
814,0814,의류잡화,잡화기타,가면,L1_6,L2_45,L3_814
815,0815,의류잡화,잡화기타,옷걸이(바지걸이),L1_6,L2_45,L3_815
816,0816,의류잡화,액세서리,귀걸이,L1_6,L2_46,L3_816
817,0817,의류잡화,액세서리,목걸이,L1_6,L2_46,L3_817
818,0818,의류잡화,액세서리,팔찌,L1_6,L2_46,L3_818
819,0819,의류잡화,액세서리,일반 손목시계,L1_6,L2_46,L3_819
820,0820,의류잡화,액세서리,전자 손목시계,L1_6,L2_46,L3_820
821,0821,의류잡화,액세서리,반지,L1_6,L2_46,L3_821
822,0822,의류잡화,액세서리,브로치,L1_6,L2_46,L3_822
823,0823,의류잡화,액세서리,머리띠,L1_6,L2_46,L3_823
824,0824,의류잡화,액세서리,머리핀,L1_6,L2_46,L3_824
825,0825,의류잡화,액세서리,왕관,L1_6,L2_46,L3_825
826,0826,의류잡화,액세서리,보석,L1_6,L2_46,L3_826
827,0827,의류잡화,화장품,마스카라,L1_6,L2_47,L3_827
828,0828,의류잡화,화장품,매니큐어,L1_6,L2_47,L3_828
829,0829,의류잡화,화장품,팩트,L1_6,L2_47,L3_829
830,0830,의류잡화,화장품,스프레이,L1_6,L2_47,L3_830
831,0831,의류잡화,화장품,향수,L1_6,L2_47,L3_831
832,0832,의류잡화,화장품,틴트/립글로스,L1_6,L2_47,L3_832
833,0833,의류잡화,화장품,립스틱,L1_6,L2_47,L3_833
834,0834,의류잡화,의류/속옷,반바지,L1_6,L2_48,L3_834
835,0835,의류잡화,의류/속옷,코트,L1_6,L2_48,L3_835
836,0836,의류잡화,의류/속옷,블라우스/셔츠,L1_6,L2_48,L3_836
837,0837,의류잡화,의류/속옷,조끼,L1_6,L2_48,L3_837
838,0838,의류잡화,의류/속옷,니트/스웨터,L1_6,L2_48,L3_838
839,0839,의류잡화,의류/속옷,카디건,L1_6,L2_48,L3_839
840,0840,의류잡화,의류/속옷,원피스,L1_6,L2_48,L3_840
841,0841,의류잡화,의류/속옷,티셔츠,L1_6,L2_48,L3_841
842,0842,의류잡화,의류/속옷,점퍼,L1_6,L2_48,L3_842
843,0843,의류잡화,의류/속옷,의사가운,L1_6,L2_48,L3_843
844,0844,의류잡화,의류/속옷,기모노,L1_6,L2_48,L3_844
845,0845,의류잡화,의류/속옷,드레스,L1_6,L2_48,L3_845
846,0846,의류잡화,의류/속옷,양복,L1_6,L2_48,L3_846
847,0847,의류잡화,의류/속옷,후드티,L1_6,L2_48,L3_847
848,0848,의류잡화,의류/속옷,재킷,L1_6,L2_48,L3_848
849,0849,의류잡화,의류/속옷,청바지,L1_6,L2_48,L3_849
850,0850,의류잡화,의류/속옷,트레이닝복,L1_6,L2_48,L3_850
851,0851,의류잡화,의류/속옷,한복,L1_6,L2_48,L3_851
852,0852,의류잡화,의류/속옷,남성수영복,L1_6,L2_48,L3_852
853,0853,의류잡화,의류/속옷,여성수영복(비키니형),L1_6,L2_48,L3_853
854,0854,의류잡화,의류/속옷,브라,L1_6,L2_48,L3_854
855,0855,의류잡화,의류/속옷,남성용팬티,L1_6,L2_48,L3_855
856,0856,의류잡화,의류/속옷,여성용팬티,L1_6,L2_48,L3_856
857,0857,의류잡화,의류/속옷,잠옷,L1_6,L2_48,L3_857
858,0858,의류잡화,의류/속옷,러닝셔츠,L1_6,L2_48,L3_858
859,0859,차량/운송,차량기타,타이어/휠,L1_7,L2_49,L3_859
860,0860,차량/운송,차량기타,자동차용 계기판,L1_7,L2_49,L3_860
861,0861,차량/운송,차량기타,변속레버,L1_7,L2_49,L3_861
862,0862,차량/운송,차량기타,스티어링휠(차량용 핸들),L1_7,L2_49,L3_862
863,0863,차량/운송,차량기타,바퀴,L1_7,L2_49,L3_863
864,0864,차량/운송,차량기타,주유기,L1_7,L2_49,L3_864
865,0865,차량/운송,육상운송,오토바이,L1_7,L2_50,L3_865
866,0866,차량/운송,육상운송,전동킥보드,L1_7,L2_50,L3_866
867,0867,차량/운송,육상운송,전동휠,L1_7,L2_50,L3_867
868,0868,차량/운송,육상운송,트럭,L1_7,L2_50,L3_868
869,0869,차량/운송,육상운송,포크레인,L1_7,L2_50,L3_869
870,0870,차량/운송,육상운송,불도저,L1_7,L2_50,L3_870
871,0871,차량/운송,육상운송,캠핑카,L1_7,L2_50,L3_871
872,0872,차량/운송,육상운송,견인차,L1_7,L2_50,L3_872
873,0873,차량/운송,육상운송,구급차,L1_7,L2_50,L3_873
874,0874,차량/운송,육상운송,승용차,L1_7,L2_50,L3_874
875,0875,차량/운송,육상운송,경찰차,L1_7,L2_50,L3_875
876,0876,차량/운송,육상운송,탱크,L1_7,L2_50,L3_876
877,0877,차량/운송,육상운송,군용차,L1_7,L2_50,L3_877
878,0878,차량/운송,육상운송,소방차,L1_7,L2_50,L3_878
879,0879,차량/운송,육상운송,트레일러,L1_7,L2_50,L3_879
880,0880,차량/운송,육상운송,굴착기,L1_7,L2_50,L3_880
881,0881,차량/운송,육상운송,쇼핑카트,L1_7,L2_50,L3_881
882,0882,차량/운송,육상운송,리어카,L1_7,L2_50,L3_882
883,0883,차량/운송,육상운송,고속열차,L1_7,L2_50,L3_883
884,0884,차량/운송,육상운송,오픈카,L1_7,L2_50,L3_884
885,0885,차량/운송,육상운송,지게차,L1_7,L2_50,L3_885
886,0886,차량/운송,육상운송,골프카트,L1_7,L2_50,L3_886
887,0887,차량/운송,육상운송,쓰레기수거차,L1_7,L2_50,L3_887
888,0888,차량/운송,육상운송,인력거,L1_7,L2_50,L3_888
889,0889,차량/운송,육상운송,지프차,L1_7,L2_50,L3_889
890,0890,차량/운송,육상운송,마차,L1_7,L2_50,L3_890
891,0891,차량/운송,육상운송,리무진,L1_7,L2_50,L3_891
892,0892,차량/운송,육상운송,스쿨버스,L1_7,L2_50,L3_892
893,0893,차량/운송,육상운송,스포츠카,L1_7,L2_50,L3_893
894,0894,차량/운송,육상운송,제설차,L1_7,L2_50,L3_894
895,0895,차량/운송,육상운송,외발자전거,L1_7,L2_50,L3_895
896,0896,차량/운송,육상운송,세발자전거,L1_7,L2_50,L3_896
897,0897,차량/운송,육상운송,트랙터,L1_7,L2_50,L3_897
898,0898,차량/운송,육상운송,기차,L1_7,L2_50,L3_898
899,0899,차량/운송,육상운송,승합차(미니밴),L1_7,L2_50,L3_899
900,0900,차량/운송,육상운송,suv자동차,L1_7,L2_50,L3_900
901,0901,차량/운송,육상운송,레이싱카,L1_7,L2_50,L3_901
902,0902,차량/운송,육상운송,버스,L1_7,L2_50,L3_902
903,0903,차량/운송,육상운송,크레인(기중기),L1_7,L2_50,L3_903
904,0904,차량/운송,육상운송,택시,L1_7,L2_50,L3_904
905,0905,차량/운송,항공운송,헬리콥터,L1_7,L2_51,L3_905
906,0906,차량/운송,항공운송,비행기,L1_7,L2_51,L3_906
907,0907,차량/운송,항공운송,전투기,L1_7,L2_51,L3_907
908,0908,차량/운송,항공운송,소형비행선,L1_7,L2_51,L3_908
909,0909,차량/운송,항공운송,열기구,L1_7,L2_51,L3_909
910,0910,차량/운송,해상운송,유람선,L1_7,L2_52,L3_910
911,0911,차량/운송,해상운송,화물선,L1_7,L2_52,L3_911
912,0912,차량/운송,해상운송,항공모함,L1_7,L2_52,L3_912
913,0913,차량/운송,해상운송,곤돌라,L1_7,L2_52,L3_913
914,0914,차량/운송,해상운송,범선,L1_7,L2_52,L3_914
915,0915,차량/운송,해상운송,요트,L1_7,L2_52,L3_915
916,0916,차량/운송,해상운송,잠수함,L1_7,L2_52,L3_916
917,0917,차량/운송,해상운송,여객선,L1_7,L2_52,L3_917
918,0918,차량/운송,해상운송,어선,L1_7,L2_52,L3_918
919,0919,차량/운송,우주항공,우주선,L1_7,L2_53,L3_919
920,0920,차량/운송,우주항공,인공위성,L1_7,L2_53,L3_920
921,0921,차량/운송,우주항공,로켓,L1_7,L2_53,L3_921
922,0922,기타,랜드마크,에펠탑,L1_8,L2_54,L3_922
923,0923,기타,랜드마크,스핑크스,L1_8,L2_54,L3_923
924,0924,기타,랜드마크,타지마할,L1_8,L2_54,L3_924
925,0925,기타,랜드마크,피라미드,L1_8,L2_54,L3_925
926,0926,기타,랜드마크,자유의 여신상,L1_8,L2_54,L3_926
927,0927,기타,랜드마크,콜로세움,L1_8,L2_54,L3_927
928,0928,기타,랜드마크,도쿄타워,L1_8,L2_54,L3_928
929,0929,기타,랜드마크,동방명주,L1_8,L2_54,L3_929
930,0930,기타,랜드마크,마리나베이샌즈,L1_8,L2_54,L3_930
931,0931,기타,랜드마크,앙코르와트,L1_8,L2_54,L3_931
932,0932,기타,랜드마크,루브르 박물관,L1_8,L2_54,L3_932
933,0933,기타,랜드마크,엠파이어스테이트 빌딩,L1_8,L2_54,L3_933
934,0934,기타,랜드마크,자금성,L1_8,L2_54,L3_934
935,0935,기타,랜드마크,유니버셜 스튜디오(지구본),L1_8,L2_54,L3_935
936,0936,기타,랜드마크,런던브릿지,L1_8,L2_54,L3_936
937,0937,기타,건축물/구조물,신전,L1_8,L2_55,L3_937
938,0938,기타,건축물/구조물,풍력발전기,L1_8,L2_55,L3_938
939,0939,기타,건축물/구조물,난간,L1_8,L2_55,L3_939
940,0940,기타,건축물/구조물,분수,L1_8,L2_55,L3_940
941,0941,기타,건축물/구조물,건물,L1_8,L2_55,L3_941
942,0942,기타,건축물/구조물,가로등,L1_8,L2_55,L3_942
943,0943,기타,건축물/구조물,교량(다리),L1_8,L2_55,L3_943
944,0944,기타,건축물/구조물,병원,L1_8,L2_55,L3_944
945,0945,기타,건축물/구조물,성(Castle),L1_8,L2_55,L3_945
946,0946,기타,건축물/구조물,교회,L1_8,L2_55,L3_946
947,0947,기타,건축물/구조물,집/창고,L1_8,L2_55,L3_947
948,0948,기타,건축물/구조물,신호등,L1_8,L2_55,L3_948
949,0949,기타,건축물/구조물,바이킹,L1_8,L2_55,L3_949
950,0950,기타,건축물/구조물,관람차,L1_8,L2_55,L3_950
951,0951,기타,건축물/구조물,등대,L1_8,L2_55,L3_951
952,0952,기타,건축물/구조물,회전목마,L1_8,L2_55,L3_952
953,0953,기타,건축물/구조물,온실,L1_8,L2_55,L3_953
954,0954,기타,건축물/구조물,단두대,L1_8,L2_55,L3_954
955,0955,기타,건축물/구조물,공중전화,L1_8,L2_55,L3_955
956,0956,기타,건축물/구조물,소화전,L1_8,L2_55,L3_956
957,0957,기타,건축물/구조물,우체통/우편함,L1_8,L2_55,L3_957
958,0958,기타,건축물/구조물,위성안테나,L1_8,L2_55,L3_958
959,0959,기타,건축물/구조물,풍차,L1_8,L2_55,L3_959
960,0960,기타,건축물/구조물,표지판,L1_8,L2_55,L3_960
961,0961,기타,건축물/구조물,게르,L1_8,L2_55,L3_961
962,0962,기타,건축물/구조물,이발소간판,L1_8,L2_55,L3_962
963,0963,기타,건축물/구조물,급수탑,L1_8,L2_55,L3_963
964,0964,기타,우주/자연물,토성,L1_8,L2_56,L3_964
965,0965,기타,우주/자연물,별,L1_8,L2_56,L3_965
966,0966,기타,우주/자연물,태양,L1_8,L2_56,L3_966
967,0967,기타,우주/자연물,별똥별,L1_8,L2_56,L3_967
968,0968,기타,우주/자연물,우주인,L1_8,L2_56,L3_968
969,0969,기타,우주/자연물,초승달,L1_8,L2_56,L3_969
970,0970,기타,우주/자연물,모닥불,L1_8,L2_56,L3_970
971,0971,기타,우주/자연물,구름,L1_8,L2_56,L3_971
972,0972,기타,우주/자연물,눈송이,L1_8,L2_56,L3_972
973,0973,기타,우주/자연물,화산,L1_8,L2_56,L3_973
974,0974,기타,우주/자연물,산,L1_8,L2_56,L3_974
975,0975,기타,우주/자연물,무지개,L1_8,L2_56,L3_975
976,0976,기타,우주/자연물,볏짚,L1_8,L2_56,L3_976
977,0977,기타,우주/자연물,눈사람,L1_8,L2_56,L3_977
978,0978,기타,군사/무기,활,L1_8,L2_57,L3_978
979,0979,기타,군사/무기,대포,L1_8,L2_57,L3_979
980,0980,기타,군사/무기,수류탄,L1_8,L2_57,L3_980
981,0981,기타,군사/무기,낙하산,L1_8,L2_57,L3_981
982,0982,기타,군사/무기,권총,L1_8,L2_57,L3_982
983,0983,기타,군사/무기,기관총,L1_8,L2_57,L3_983
984,0984,기타,군사/무기,검,L1_8,L2_57,L3_984
985,0985,기타,군사/무기,무전기,L1_8,L2_57,L3_985
986,0986,기타,군사/무기,미사일,L1_8,L2_57,L3_986
987,0987,기타,군사/무기,철도 레일,L1_8,L2_57,L3_987
988,0988,기타,인체/직업,뇌,L1_8,L2_58,L3_988
989,0989,기타,인체/직업,심장,L1_8,L2_58,L3_989
990,0990,기타,인체/직업,손,L1_8,L2_58,L3_990
991,0991,기타,인체/직업,발,L1_8,L2_58,L3_991
992,0992,기타,인체/직업,귀,L1_8,L2_58,L3_992
993,0993,기타,인체/직업,코,L1_8,L2_58,L3_993
994,0994,기타,인체/직업,눈,L1_8,L2_58,L3_994
995,0995,기타,인체/직업,입술/입,L1_8,L2_58,L3_995
996,0996,기타,인체/직업,눈썹,L1_8,L2_58,L3_996
997,0997,기타,인체/직업,수염,L1_8,L2_58,L3_997
998,0998,기타,인체/직업,위장,L1_8,L2_58,L3_998
999,0999,기타,인체/직업,팔,L1_8,L2_58,L3_999
1000,1000,기타,인체/직업,이빨/치아,L1_8,L2_58,L3_1000
1001,1001,기타,인체/직업,얼굴,L1_8,L2_58,L3_1001
1002,1002,기타,인체/직업,뼈/해골,L1_8,L2_58,L3_1002
1003,1003,기타,인체/직업,앉아있는 사람,L1_8,L2_58,L3_1003
1004,1004,기타,인체/직업,걷는 사람,L1_8,L2_58,L3_1004
1005,1005,기타,인체/직업,산타클로스,L1_8,L2_58,L3_1005
1006,1006,기타,인체/직업,잠수부,L1_8,L2_58,L3_1006
